dataset,features,ratio,args,mean_acc,std_acc
citeseer,rwr,0.1,0.7000000000000001,0.5295158597662771,0.01996057378472571
citeseer,rwr,0.1,0.9000000000000001,0.5690484140233723,0.010259893133029574
citeseer,rwr,0.2,0.1,0.38170548459804654,0.03528401004112054
citeseer,rwr,0.2,0.30000000000000004,0.5097670924117206,0.03487617009187637
citeseer,rwr,0.2,0.5000000000000001,0.5703606311044327,0.02032260629953521
citeseer,rwr,0.2,0.7000000000000001,0.5972577009767093,0.01489260376944969
citeseer,rwr,0.2,0.9000000000000001,0.6171675432006012,0.010235007842487561
citeseer,rwr,0.30000000000000004,0.1,0.4711034778875054,0.03385685062878313
citeseer,rwr,0.30000000000000004,0.30000000000000004,0.5830399313009875,0.02310223312839418
citeseer,rwr,0.30000000000000004,0.5000000000000001,0.6234864748819235,0.017483801660012985
citeseer,rwr,0.30000000000000004,0.7000000000000001,0.6393731215113783,0.009263161867392672
citeseer,rwr,0.30000000000000004,0.9000000000000001,0.6497638471446974,0.00973456983307251
citeseer,rwr,0.4,0.1,0.529043565348022,0.027897875484476333
citeseer,rwr,0.4,0.30000000000000004,0.6238357536304456,0.017662946570000736
citeseer,rwr,0.4,0.5000000000000001,0.6523284927391086,0.00954511570473228
citeseer,rwr,0.4,0.7000000000000001,0.6649474211316975,0.010652524801356365
citeseer,rwr,0.4,0.9000000000000001,0.6690535803705557,0.012469607993661948
citeseer,rwr,0.5,0.1,0.5853365384615384,0.02048760845439751
citeseer,rwr,0.5,0.30000000000000004,0.6617788461538463,0.013395437335588739
citeseer,rwr,0.5,0.5000000000000001,0.6771634615384616,0.011707358724974968
citeseer,rwr,0.5,0.7000000000000001,0.6861778846153846,0.01404188212044071
citeseer,rwr,0.5,0.9000000000000001,0.6927283653846154,0.013004026381815208
citeseer,rwr,0.6,0.1,0.6181066867017281,0.01329942743188584
citeseer,rwr,0.6,0.30000000000000004,0.6834710743801654,0.015803626998838555
citeseer,rwr,0.6,0.5000000000000001,0.693764087152517,0.015189034437558202
citeseer,rwr,0.6,0.7000000000000001,0.7020285499624344,0.015792312248777116
citeseer,rwr,0.6,0.9000000000000001,0.7078136739293764,0.014902444761876412
citeseer,rwr,0.7000000000000001,0.1,0.6475475475475475,0.017398422558092298
citeseer,rwr,0.7000000000000001,0.30000000000000004,0.6972972972972973,0.018757902908897256
citeseer,rwr,0.7000000000000001,0.5000000000000001,0.7083083083083084,0.015933778411951594
citeseer,rwr,0.7000000000000001,0.7000000000000001,0.7139139139139139,0.015498823186304219
citeseer,rwr,0.7000000000000001,0.9000000000000001,0.7220220220220221,0.015107784448602765
citeseer,rwr,0.8,0.1,0.675075075075075,0.020650725859025346
citeseer,rwr,0.8,0.30000000000000004,0.7117117117117117,0.019957359396776904
citeseer,rwr,0.8,0.5000000000000001,0.722972972972973,0.021611539747131474
citeseer,rwr,0.8,0.7000000000000001,0.721171171171171,0.021736362769878077
citeseer,rwr,0.8,0.9000000000000001,0.7316816816816817,0.025697179411649618
citeseer,rwr,0.9,0.1,0.6852852852852853,0.026852213347917903
citeseer,rwr,0.9,0.30000000000000004,0.7063063063063063,0.025902532916333654
citeseer,rwr,0.9,0.5000000000000001,0.721021021021021,0.02702517325789761
citeseer,rwr,0.9,0.7000000000000001,0.7234234234234234,0.026349343093808583
citeseer,rwr,0.9,0.9000000000000001,0.7285285285285286,0.028106568064379334
cora,alchemy_bow,0.1,-1.0,0.6439704675963904,0.01073262341088407
cora,alchemy_bow,0.2,-1.0,0.6919704660821412,0.010298642511166266
cora,alchemy_bow,0.30000000000000004,-1.0,0.7154535864978903,0.007542378505313963
cora,alchemy_bow,0.4,-1.0,0.7324923076923077,0.009035193080608548
cora,alchemy_bow,0.5,-1.0,0.742245199409158,0.0057630230973508
cora,alchemy_bow,0.6,-1.0,0.7487084870848709,0.008009259825878854
cora,alchemy_bow,0.7000000000000001,-1.0,0.7551045510455106,0.008783087887796692
cora,alchemy_bow,0.8,-1.0,0.766420664206642,0.01659833124336477
cora,alchemy_bow,0.9,-1.0,0.7627306273062731,0.018979691634425068
cora,alchemy_bow_link,0.1,-1.0,0.6453650533223954,0.012402314548282766
cora,alchemy_bow_link,0.2,-1.0,0.6947392708814027,0.013263120545759073
cora,alchemy_bow_link,0.30000000000000004,-1.0,0.7165611814345991,0.00977660895420161
cora,alchemy_bow_link,0.4,-1.0,0.7333538461538462,0.0131699656317005
cora,alchemy_bow_link,0.5,-1.0,0.7412850812407682,0.00966754827742107
cora,alchemy_bow_link,0.6,-1.0,0.7411439114391143,0.01246203398448516
cora,alchemy_bow_link,0.7000000000000001,-1.0,0.7378843788437883,0.013702359106164106
cora,alchemy_bow_link,0.8,-1.0,0.746309963099631,0.015877405465464973
cora,alchemy_bow_link,0.9,-1.0,0.7243542435424355,0.017658282087088147
cora,bow,0.1,-1.0,0.6455701394585727,0.012568878422003665
cora,bow,0.2,-1.0,0.6972773419473928,0.011064531923296388
cora,bow,0.30000000000000004,-1.0,0.7224156118143461,0.007115585106596334
cora,bow,0.4,-1.0,0.7396923076923079,0.009458167699182016
cora,bow,0.5,-1.0,0.7513293943870016,0.004149499320358982
cora,bow,0.6,-1.0,0.7587638376383764,0.009339694064258152
cora,bow,0.7000000000000001,-1.0,0.7669126691266912,0.01445228104306694
cora,bow,0.8,-1.0,0.7771217712177123,0.015059490221856434
cora,bow,0.9,-1.0,0.7678966789667896,0.02375229869670688
cora,bow_counts,0.1,-1.0,0.7498769483182938,0.015023234136442788
cora,bow_counts,0.2,-1.0,0.8000922934933087,0.009781465509502967
cora,bow_counts,0.30000000000000004,-1.0,0.8217299578059073,0.00696610856402888
cora,bow_counts,0.4,-1.0,0.8385846153846153,0.007064574883011078
cora,bow_counts,0.5,-1.0,0.851181683899557,0.008761181511201924
cora,bow_counts,0.6,-1.0,0.8611623616236163,0.009852102917335617
cora,bow_counts,0.7000000000000001,-1.0,0.8644526445264453,0.0121875399776738
cora,bow_counts,0.8,-1.0,0.8734317343173432,0.014892802821813506
cora,bow_counts,0.9,-1.0,0.8760147601476016,0.014677917727099251
cora,cluster,0.1,0.0,0.7448728465955702,0.016227024281582094
cora,cluster,0.1,2.0,0.37514356029532403,0.013635717789761392
cora,cluster,0.1,4.0,0.46698113207547165,0.009421569696127126
cora,cluster,0.1,8.0,0.6390073831009023,0.006927069085385804
cora,cluster,0.1,16.0,0.6803937653814602,0.013454373039499224
cora,cluster,0.1,32.0,0.666447908121411,0.02190215809930535
cora,cluster,0.1,64.0,0.6575471698113208,0.03396841177527541
cora,cluster,0.1,128.0,0.5961443806398686,0.02080022377524773
cora,cluster,0.1,256.0,0.4988105004101723,0.030622808564923252
cora,cluster,0.1,512.0,0.45643970467596395,0.009152960533476329
cora,cluster,0.1,1024.0,0.40233798195242,0.007233337596015997
cora,cluster,0.2,0.0,0.7807568066451316,0.008284879820532613
cora,cluster,0.2,2.0,0.38112598061836644,0.005720252798816708
cora,cluster,0.2,4.0,0.47037378864790036,0.009295894030539717
cora,cluster,0.2,8.0,0.6457314259344717,0.003964026727665764
cora,cluster,0.2,16.0,0.689755422242732,0.010905244234883309
cora,cluster,0.2,32.0,0.6887401938163361,0.01207139071138028
cora,cluster,0.2,64.0,0.7035532994923857,0.014855143552119882
cora,cluster,0.2,128.0,0.6449007844946932,0.016111391273432727
cora,cluster,0.2,256.0,0.5906783571758191,0.013207252997182943
cora,cluster,0.2,512.0,0.5551915089986157,0.00615078413104536
cora,cluster,0.2,1024.0,0.48500230733733274,0.010514079366641393
cora,cluster,0.30000000000000004,0.0,0.7965189873417722,0.00815115663957696
cora,cluster,0.30000000000000004,2.0,0.379746835443038,0.006786307688329423
cora,cluster,0.30000000000000004,4.0,0.47204641350210974,0.007775437548343647
cora,cluster,0.30000000000000004,8.0,0.6459388185654009,0.005185910252728163
cora,cluster,0.30000000000000004,16.0,0.6939345991561181,0.012243786803868414
cora,cluster,0.30000000000000004,32.0,0.694620253164557,0.00975065022774944
cora,cluster,0.30000000000000004,64.0,0.7123417721518986,0.0072154434722000215
cora,cluster,0.30000000000000004,128.0,0.6681434599156117,0.013453215944505064
cora,cluster,0.30000000000000004,256.0,0.6363924050632911,0.006931413471399534
cora,cluster,0.30000000000000004,512.0,0.6257383966244726,0.014049745920483588
cora,cluster,0.30000000000000004,1024.0,0.5538502109704642,0.014960175459023332
cora,cluster,0.4,0.0,0.8060307692307692,0.00812162639212868
cora,cluster,0.4,2.0,0.3803076923076923,0.008846711242196825
cora,cluster,0.4,4.0,0.46886153846153855,0.01123327451274691
cora,cluster,0.4,8.0,0.6446769230769231,0.007493218498845642
cora,cluster,0.4,16.0,0.6964923076923077,0.007734176652643586
cora,cluster,0.4,32.0,0.6963076923076923,0.007855365800560284
cora,cluster,0.4,64.0,0.7172923076923077,0.008056082188231792
cora,cluster,0.4,128.0,0.6784,0.007142468666059091
cora,cluster,0.4,256.0,0.6542153846153846,0.008374910089110187
cora,cluster,0.4,512.0,0.6708923076923077,0.018330704491457413
cora,cluster,0.4,1024.0,0.6175384615384616,0.015243800002863182
cora,cluster,0.5,0.0,0.815805022156573,0.008291692539659891
cora,cluster,0.5,2.0,0.38308714918759235,0.009012155663682088
cora,cluster,0.5,4.0,0.4708271787296899,0.007517691523682483
cora,cluster,0.5,8.0,0.6457902511078287,0.008822877093899081
cora,cluster,0.5,16.0,0.6971196454948302,0.010348229845385002
cora,cluster,0.5,32.0,0.6973412112259971,0.007226249063104676
cora,cluster,0.5,64.0,0.7181683899556869,0.009909943950828377
cora,cluster,0.5,128.0,0.6833087149187592,0.006018182802806802
cora,cluster,0.5,256.0,0.6674298375184639,0.01075940197532144
cora,cluster,0.5,512.0,0.7008862629246677,0.012392627226635882
cora,cluster,0.5,1024.0,0.6706794682422453,0.01487103040797132
cora,cluster,0.6,0.0,0.8256457564575646,0.007851872899631745
cora,cluster,0.6,2.0,0.38191881918819187,0.012648809225832114
cora,cluster,0.6,4.0,0.4687269372693727,0.009250170913538908
cora,cluster,0.6,8.0,0.6444649446494466,0.011105928116121135
cora,cluster,0.6,16.0,0.6961254612546126,0.014996569038254262
cora,cluster,0.6,32.0,0.6992619926199262,0.009801585147920875
cora,cluster,0.6,64.0,0.7189114391143911,0.011925808153284976
cora,cluster,0.6,128.0,0.6856088560885609,0.009130304334507741
cora,cluster,0.6,256.0,0.6740774907749079,0.01052765867824763
cora,cluster,0.6,512.0,0.7213099630996309,0.01666456734372091
cora,cluster,0.6,1024.0,0.7079335793357935,0.016167761916979845
cora,cluster,0.7000000000000001,0.0,0.8318573185731857,0.011032843897235963
cora,cluster,0.7000000000000001,2.0,0.3835178351783518,0.013840902838783179
cora,cluster,0.7000000000000001,4.0,0.4707257072570726,0.010755088257515642
cora,cluster,0.7000000000000001,8.0,0.6505535055350553,0.01614656323197241
cora,cluster,0.7000000000000001,16.0,0.699138991389914,0.016534911794102367
cora,cluster,0.7000000000000001,32.0,0.7041820418204182,0.014110933078600223
cora,cluster,0.7000000000000001,64.0,0.7206642066420664,0.009047072840556964
cora,cluster,0.7000000000000001,128.0,0.6881918819188193,0.007521089105284832
cora,cluster,0.7000000000000001,256.0,0.6820418204182042,0.011142007578273641
cora,cluster,0.7000000000000001,512.0,0.729889298892989,0.012772137743290859
cora,cluster,0.7000000000000001,1024.0,0.7412054120541205,0.022262882847232917
cora,cluster,0.8,0.0,0.8429889298892987,0.012405757959160778
cora,cluster,0.8,2.0,0.3891143911439114,0.01880451075293275
cora,cluster,0.8,4.0,0.4714022140221402,0.01527024479450753
cora,cluster,0.8,8.0,0.6503690036900369,0.02120210845749019
cora,cluster,0.8,16.0,0.6992619926199262,0.018775322905875674
cora,cluster,0.8,32.0,0.6996309963099632,0.018073230004627842
cora,cluster,0.8,64.0,0.7260147601476016,0.015245455419726633
cora,cluster,0.8,128.0,0.6900369003690037,0.009992667164375612
cora,cluster,0.8,256.0,0.6819188191881917,0.013224777422598644
cora,cluster,0.8,512.0,0.7418819188191881,0.015000351752169194
cora,cluster,0.8,1024.0,0.7732472324723247,0.022771012775646908
cora,cluster,0.9,0.0,0.8453874538745387,0.015985428385026586
cora,cluster,0.9,2.0,0.374169741697417,0.0290136932465292
cora,cluster,0.9,4.0,0.4811808118081181,0.018010337237609992
cora,cluster,0.9,8.0,0.6439114391143911,0.02827691004323208
cora,cluster,0.9,16.0,0.6966789667896679,0.024526334229991176
cora,cluster,0.9,32.0,0.6966789667896678,0.0261966632461999
cora,cluster,0.9,64.0,0.7269372693726938,0.030478503550706894
cora,cluster,0.9,128.0,0.6833948339483394,0.023259919613428052
cora,cluster,0.9,256.0,0.6719557195571955,0.029026726665833783
cora,cluster,0.9,512.0,0.7428044280442805,0.024106358337005994
cora,cluster,0.9,1024.0,0.7863468634686347,0.02964559304746363
cora,counts,0.1,0.0,0.45533223954060703,0.029424250507877364
cora,counts,0.1,1.0,0.6372846595570139,0.02294851854517074
cora,counts,0.1,2.0,0.6905660377358492,0.012278097406607048
cora,counts,0.2,0.0,0.5768804799261652,0.01822189539360834
cora,counts,0.2,1.0,0.7221504383940932,0.018755560358746107
cora,counts,0.2,2.0,0.745131518227965,0.014283227767614341
cora,counts,0.30000000000000004,0.0,0.6426160337552743,0.01713787876420546
cora,counts,0.30000000000000004,1.0,0.7602320675105485,0.01503591166710013
cora,counts,0.30000000000000004,2.0,0.7765822784810126,0.012692853875587069
cora,counts,0.4,0.0,0.7005538461538461,0.014461756681392204
cora,counts,0.4,1.0,0.7936,0.007790552109434565
cora,counts,0.4,2.0,0.7999999999999999,0.010082630340471636
cora,counts,0.5,0.0,0.7510339734121123,0.011470437694915226
cora,counts,0.5,1.0,0.8058345642540621,0.010123228574832803
cora,counts,0.5,2.0,0.8103397341211226,0.013688369825578141
cora,counts,0.6,0.0,0.7853321033210332,0.00711987496185252
cora,counts,0.6,1.0,0.8225092250922508,0.01364981176899173
cora,counts,0.6,2.0,0.8269372693726937,0.012739685768315714
cora,counts,0.7000000000000001,0.0,0.8163591635916359,0.011684037843202558
cora,counts,0.7000000000000001,1.0,0.837761377613776,0.013417223647977332
cora,counts,0.7000000000000001,2.0,0.8399753997539975,0.014314369982762287
cora,counts,0.8,0.0,0.8415129151291515,0.01850034182706928
cora,counts,0.8,1.0,0.8511070110701107,0.021162825420034073
cora,counts,0.8,2.0,0.8518450184501845,0.020268161940017394
cora,counts,0.9,0.0,0.8505535055350555,0.018915813652182603
cora,counts,0.9,1.0,0.8564575645756458,0.024933171543120497
cora,counts,0.9,2.0,0.8571955719557195,0.01960702880788741
cora,id_counts,0.1,-1.0,0.7018047579983593,0.02024532481148041
cora,id_counts,0.2,-1.0,0.7627595754499307,0.009428327325327715
cora,id_counts,0.30000000000000004,-1.0,0.7972046413502111,0.013424351408056725
cora,id_counts,0.4,-1.0,0.8126153846153846,0.010391925252507197
cora,id_counts,0.5,-1.0,0.8294682422451995,0.012082852300395975
cora,id_counts,0.6,-1.0,0.8396678966789667,0.009015662933788342
cora,id_counts,0.7000000000000001,-1.0,0.8539975399753997,0.010308158669328979
cora,id_counts,0.8,-1.0,0.8629151291512915,0.010182020720885667
cora,id_counts,0.9,-1.0,0.87380073800738,0.019664815637602806
cora,id_proba,0.1,-1.0,0.720098441345365,0.012184870607940879
cora,id_proba,0.2,-1.0,0.7838024919243193,0.007329605276562505
cora,id_proba,0.30000000000000004,-1.0,0.8126582278481012,0.008379273041451021
cora,id_proba,0.4,-1.0,0.8308307692307692,0.009397693003813969
cora,id_proba,0.5,-1.0,0.8361152141802067,0.01419972567943077
cora,id_proba,0.6,-1.0,0.8452952029520295,0.01268650511594495
cora,id_proba,0.7000000000000001,-1.0,0.8585485854858549,0.0143090843514663
cora,id_proba,0.8,-1.0,0.8675276752767529,0.00705516870831656
cora,id_proba,0.9,-1.0,0.877859778597786,0.011199192757768468
cora,id_rwr,0.1,-1.0,0.6776456111566858,0.021574221063539366
cora,id_rwr,0.2,-1.0,0.7724503922473466,0.01044963163857737
cora,id_rwr,0.30000000000000004,-1.0,0.8077531645569621,0.00931703284263519
cora,id_rwr,0.4,-1.0,0.8256,0.0062299566843887835
cora,id_rwr,0.5,-1.0,0.835450516986706,0.0076815765625834805
cora,id_rwr,0.6,-1.0,0.8436346863468633,0.008808232218578448
cora,id_rwr,0.7000000000000001,-1.0,0.854120541205412,0.009460350413988437
cora,id_rwr,0.8,-1.0,0.8625461254612545,0.014191858252427084
cora,id_rwr,0.9,-1.0,0.8756457564575646,0.014349557769337667
cora,ids,0.1,0.0,0.5710008203445447,0.02333175677903942
cora,ids,0.1,1.0,0.6597621000820344,0.021586175077203142
cora,ids,0.1,2.0,0.68084495488105,0.017138516119194733
cora,ids,0.2,0.0,0.6554222427318873,0.014792653771950659
cora,ids,0.2,1.0,0.7193354868481772,0.012488643156462345
cora,ids,0.2,2.0,0.7282418089524689,0.013491644137675828
cora,ids,0.30000000000000004,0.0,0.694831223628692,0.012327187940113466
cora,ids,0.30000000000000004,1.0,0.7505801687763712,0.008447787369461097
cora,ids,0.30000000000000004,2.0,0.7568037974683545,0.009210934115751489
cora,ids,0.4,0.0,0.7231384615384615,0.010192415738818995
cora,ids,0.4,1.0,0.7707692307692308,0.01024101408522863
cora,ids,0.4,2.0,0.7770461538461537,0.009965304703341657
cora,ids,0.5,0.0,0.742466765140325,0.012055735899162347
cora,ids,0.5,1.0,0.7785819793205319,0.008674629461555443
cora,ids,0.5,2.0,0.7810930576070902,0.012031329258403287
cora,ids,0.6,0.0,0.7521217712177123,0.01193373438580485
cora,ids,0.6,1.0,0.7855166051660516,0.010986512967387622
cora,ids,0.6,2.0,0.7854243542435425,0.008412330999141604
cora,ids,0.7000000000000001,0.0,0.7696186961869619,0.01127399450267661
cora,ids,0.7000000000000001,1.0,0.7975399753997541,0.01291610531463369
cora,ids,0.7000000000000001,2.0,0.7929889298892989,0.009598825591695496
cora,ids,0.8,0.0,0.7769372693726938,0.020627016554353794
cora,ids,0.8,1.0,0.8018450184501844,0.01695901064721256
cora,ids,0.8,2.0,0.7955719557195572,0.015650667999919588
cora,ids,0.9,0.0,0.7819188191881918,0.020169951574020815
cora,ids,0.9,1.0,0.8136531365313653,0.015775836824575257
cora,ids,0.9,2.0,0.7992619926199261,0.020000469002885022
cora,ids_labeled,0.1,0.0,0.36484823625922896,0.023571526682844252
cora,ids_labeled,0.1,1.0,0.5386382280557835,0.024905410585932656
cora,ids_labeled,0.1,2.0,0.6337571780147663,0.012047945034918659
cora,ids_labeled,0.1,3.0,0.6544298605414275,0.014296986544955637
cora,ids_labeled,0.2,0.0,0.45592985694508537,0.02085869248753691
cora,ids_labeled,0.2,1.0,0.6382556529764651,0.014700231874581624
cora,ids_labeled,0.2,2.0,0.6960313797877251,0.008428153005126407
cora,ids_labeled,0.2,3.0,0.7000922934933087,0.006952538271169362
cora,ids_labeled,0.30000000000000004,0.0,0.5256856540084389,0.01720421053620132
cora,ids_labeled,0.30000000000000004,1.0,0.6907172995780592,0.014306984834755893
cora,ids_labeled,0.30000000000000004,2.0,0.7270042194092826,0.010976998666937939
cora,ids_labeled,0.30000000000000004,3.0,0.7328059071729958,0.012107082541017899
cora,ids_labeled,0.4,0.0,0.5948307692307692,0.023227904957286313
cora,ids_labeled,0.4,1.0,0.7264615384615385,0.014303923775365707
cora,ids_labeled,0.4,2.0,0.7544615384615384,0.007928676139528591
cora,ids_labeled,0.4,3.0,0.7477538461538461,0.007962832794581253
cora,ids_labeled,0.5,0.0,0.6533234859675037,0.015291979438157877
cora,ids_labeled,0.5,1.0,0.7528064992614476,0.008399534641301035
cora,ids_labeled,0.5,2.0,0.7681683899556868,0.01422531155984079
cora,ids_labeled,0.5,3.0,0.7622599704579025,0.011491553157951855
cora,ids_labeled,0.6,0.0,0.6912361623616236,0.012059845641965394
cora,ids_labeled,0.6,1.0,0.7730627306273063,0.007456553292106685
cora,ids_labeled,0.6,2.0,0.7808118081180812,0.008688798530117624
cora,ids_labeled,0.6,3.0,0.7700184501845019,0.01306833802505002
cora,ids_labeled,0.7000000000000001,0.0,0.7233702337023369,0.015509323027083348
cora,ids_labeled,0.7000000000000001,1.0,0.7854858548585485,0.011394868882435093
cora,ids_labeled,0.7000000000000001,2.0,0.7896678966789668,0.012162687145715268
cora,ids_labeled,0.7000000000000001,3.0,0.7792127921279214,0.00881747157342978
cora,ids_labeled,0.8,0.0,0.7476014760147602,0.02362456290270021
cora,ids_labeled,0.8,1.0,0.7966789667896679,0.015504986877403856
cora,ids_labeled,0.8,2.0,0.7998154981549815,0.015344372632079837
cora,ids_labeled,0.8,3.0,0.7830258302583026,0.01606567465412316
cora,ids_labeled,0.9,0.0,0.7774907749077491,0.02359893277538019
cora,ids_labeled,0.9,1.0,0.807380073800738,0.025195744411451334
cora,ids_labeled,0.9,2.0,0.8051660516605166,0.028783339096242755
cora,ids_labeled,0.9,3.0,0.7782287822878229,0.021050825938694704
cora,proba,0.1,0.0,0.45430680885972113,0.02995362414679286
cora,proba,0.1,1.0,0.6493847415914683,0.017831673123831257
cora,proba,0.1,2.0,0.7182936833470056,0.014664320032924276
cora,proba,0.2,0.0,0.5766497461928934,0.01875524496484535
cora,proba,0.2,1.0,0.7488232579603138,0.012251939510373316
cora,proba,0.2,2.0,0.7768804799261652,0.005107508911220271
cora,proba,0.30000000000000004,0.0,0.6422995780590718,0.016450661592941142
cora,proba,0.30000000000000004,1.0,0.7843881856540085,0.007511786325295067
cora,proba,0.30000000000000004,2.0,0.801740506329114,0.007377475212735873
cora,proba,0.4,0.0,0.7006769230769231,0.015788743399838115
cora,proba,0.4,1.0,0.8089230769230771,0.005760049674691994
cora,proba,0.4,2.0,0.818523076923077,0.006750245326327782
cora,proba,0.5,0.0,0.7520679468242245,0.010433387495654742
cora,proba,0.5,1.0,0.8233382570162482,0.013095515662808935
cora,proba,0.5,2.0,0.8283604135893649,0.010578472872070002
cora,proba,0.6,0.0,0.7868081180811808,0.010395696201993468
cora,proba,0.6,1.0,0.8385608856088561,0.011180602068074363
cora,proba,0.6,2.0,0.8396678966789668,0.011780217653193738
cora,proba,0.7000000000000001,0.0,0.8156211562115621,0.013467246092515053
cora,proba,0.7000000000000001,1.0,0.8503075030750308,0.013146370849932336
cora,proba,0.7000000000000001,2.0,0.8505535055350555,0.013822064642091923
cora,proba,0.8,0.0,0.8416974169741698,0.018710747227359263
cora,proba,0.8,1.0,0.8599630996309964,0.02213082348033651
cora,proba,0.8,2.0,0.8595940959409594,0.021365600441645153
cora,proba,0.9,0.0,0.8531365313653136,0.021920461904003645
cora,proba,0.9,1.0,0.8586715867158672,0.023534735342042423
cora,proba,0.9,2.0,0.8579335793357934,0.023547588830348343
cora,rwr,0.1,0.1,0.30311730926989333,0.0033266407056635945
cora,rwr,0.1,0.30000000000000004,0.38650533223954064,0.018989445507849777
cora,rwr,0.1,0.5000000000000001,0.5008203445447087,0.03209436040342996
cora,rwr,0.1,0.7000000000000001,0.6530762920426578,0.039723372253771407
cora,rwr,0.1,0.9000000000000001,0.780270713699754,0.02101022692041572
cora,rwr,0.2,0.1,0.3094139363174896,0.008729341537692708
cora,rwr,0.2,0.30000000000000004,0.49501615136132904,0.027417580348926145
cora,rwr,0.2,0.5000000000000001,0.6575449930779881,0.02224365735614942
cora,rwr,0.2,0.7000000000000001,0.7697738809413937,0.016270973215185176
cora,rwr,0.2,0.9000000000000001,0.8137978772496538,0.009883618609302513
cora,rwr,0.30000000000000004,0.1,0.31893459915611816,0.007623087188121597
cora,rwr,0.30000000000000004,0.30000000000000004,0.5814345991561181,0.022157758249882746
cora,rwr,0.30000000000000004,0.5000000000000001,0.7363396624472573,0.013709586088813033
