dataset,features,ratio,args,mean_acc,std_acc
cora,rwr,0.30000000000000004,0.7000000000000001,0.806487341772152,0.009472321935164344
cora,rwr,0.30000000000000004,0.9000000000000001,0.831909282700422,0.009558725124534151
cora,rwr,0.4,0.1,0.33384615384615385,0.011561117358737985
cora,rwr,0.4,0.30000000000000004,0.6628923076923078,0.015728933293066915
cora,rwr,0.4,0.5000000000000001,0.7868307692307691,0.010024873732859983
cora,rwr,0.4,0.7000000000000001,0.8290461538461539,0.007445899550639007
cora,rwr,0.4,0.9000000000000001,0.8450461538461539,0.008391724422901495
cora,rwr,0.5,0.1,0.34859675036927623,0.014476800027560835
cora,rwr,0.5,0.30000000000000004,0.7239290989660265,0.01142994573123218
cora,rwr,0.5,0.5000000000000001,0.8166174298375186,0.01224527958948755
cora,rwr,0.5,0.7000000000000001,0.841063515509601,0.010518719994687672
cora,rwr,0.5,0.9000000000000001,0.8549483013293944,0.00866344360332316
cora,rwr,0.6,0.1,0.3744464944649446,0.01921562086922552
cora,rwr,0.6,0.30000000000000004,0.7728782287822878,0.01413711735615481
cora,rwr,0.6,0.5000000000000001,0.8364391143911438,0.01194957107831803
cora,rwr,0.6,0.7000000000000001,0.8518450184501845,0.011791449900327352
cora,rwr,0.6,0.9000000000000001,0.8631918819188191,0.009307239822351925
cora,rwr,0.7000000000000001,0.1,0.4099630996309963,0.01754942077712386
cora,rwr,0.7000000000000001,0.30000000000000004,0.8120541205412055,0.013091913074356133
cora,rwr,0.7000000000000001,0.5000000000000001,0.8565805658056579,0.012837777695317932
cora,rwr,0.7000000000000001,0.7000000000000001,0.8665436654366545,0.015056141063530943
cora,rwr,0.7000000000000001,0.9000000000000001,0.8746617466174662,0.011486702262752673
cora,rwr,0.8,0.1,0.44335793357933573,0.03584013968560824
cora,rwr,0.8,0.30000000000000004,0.8370848708487084,0.017243219509205952
cora,rwr,0.8,0.5000000000000001,0.8640221402214022,0.017133192737968497
cora,rwr,0.8,0.7000000000000001,0.8739852398523986,0.015265290139993918
cora,rwr,0.8,0.9000000000000001,0.8771217712177123,0.01450684662326307
cora,rwr,0.9,0.1,0.4667896678966789,0.0375607170592932
cora,rwr,0.9,0.30000000000000004,0.8523985239852399,0.017653997656094406
cora,rwr,0.9,0.5000000000000001,0.8682656826568266,0.023211084960322665
cora,rwr,0.9,0.7000000000000001,0.8749077490774908,0.01924880828246653
cora,rwr,0.9,0.9000000000000001,0.8774907749077491,0.018718831369983358
imdb_all,cluster,0.1,0.0,0.7082258064516129,0.02171204458593696
imdb_all,cluster,0.1,2.0,0.6233064516129032,0.031625632906288496
imdb_all,cluster,0.1,4.0,0.6767741935483872,0.046125147090566886
imdb_all,cluster,0.1,8.0,0.6633870967741935,0.03620200324198626
imdb_all,cluster,0.1,16.0,0.6782258064516128,0.04588356122718947
imdb_all,cluster,0.1,32.0,0.6830645161290323,0.02436913582586437
imdb_all,cluster,0.1,64.0,0.6733064516129033,0.04351759498129944
imdb_all,cluster,0.1,128.0,0.620725806451613,0.023410413540436874
imdb_all,cluster,0.1,256.0,0.5696774193548386,0.012184271375670741
imdb_all,cluster,0.1,512.0,0.5744354838709678,0.0131860250565779
imdb_all,cluster,0.1,1024.0,0.5666935483870967,0.00965536615061138
imdb_all,cluster,0.2,0.0,0.734573502722323,0.018774504093990813
imdb_all,cluster,0.2,2.0,0.6377495462794919,0.004984964083358065
imdb_all,cluster,0.2,4.0,0.700907441016334,0.006201953481600326
imdb_all,cluster,0.2,8.0,0.6813067150635209,0.012029441899655971
imdb_all,cluster,0.2,16.0,0.7023593466424682,0.01821926236705738
imdb_all,cluster,0.2,32.0,0.7011796733212341,0.008184315337877559
imdb_all,cluster,0.2,64.0,0.7242286751361162,0.01975384205972498
imdb_all,cluster,0.2,128.0,0.6637023593466426,0.02737137883492862
imdb_all,cluster,0.2,256.0,0.5668784029038113,0.01291877910597242
imdb_all,cluster,0.2,512.0,0.6008166969147005,0.012408700601345711
imdb_all,cluster,0.2,1024.0,0.5674228675136115,0.009274364854911739
imdb_all,cluster,0.30000000000000004,0.0,0.7438796680497924,0.02000428713504446
imdb_all,cluster,0.30000000000000004,2.0,0.6399377593360998,0.005627852292751866
imdb_all,cluster,0.30000000000000004,4.0,0.7024896265560167,0.004026535720036724
imdb_all,cluster,0.30000000000000004,8.0,0.6860995850622408,0.007626029738346379
imdb_all,cluster,0.30000000000000004,16.0,0.7066390041493776,0.016839237886094195
imdb_all,cluster,0.30000000000000004,32.0,0.7107883817427386,0.017885962053132778
imdb_all,cluster,0.30000000000000004,64.0,0.7349585062240664,0.012650593450839522
imdb_all,cluster,0.30000000000000004,128.0,0.6786307053941909,0.014145801024110031
imdb_all,cluster,0.30000000000000004,256.0,0.5737551867219917,0.01608125474486188
imdb_all,cluster,0.30000000000000004,512.0,0.6122406639004148,0.015007074974779827
imdb_all,cluster,0.30000000000000004,1024.0,0.5757261410788381,0.014613102772561287
imdb_all,cluster,0.4,0.0,0.7507859733978235,0.01147775330116939
imdb_all,cluster,0.4,2.0,0.641354292623942,0.009230061127918316
imdb_all,cluster,0.4,4.0,0.7051995163240627,0.008734484527588198
imdb_all,cluster,0.4,8.0,0.6844014510278114,0.012834891840462112
imdb_all,cluster,0.4,16.0,0.7151148730350665,0.018215606529405685
imdb_all,cluster,0.4,32.0,0.7237001209189844,0.015466814876537349
imdb_all,cluster,0.4,64.0,0.7478839177750907,0.007862317292681702
imdb_all,cluster,0.4,128.0,0.685006045949214,0.019524661579659503
imdb_all,cluster,0.4,256.0,0.5741233373639663,0.009720429049557666
imdb_all,cluster,0.4,512.0,0.6212817412333737,0.016606989803232882
imdb_all,cluster,0.4,1024.0,0.580652962515115,0.014018260455800008
imdb_all,cluster,0.5,0.0,0.7552975326560233,0.005972442907395824
imdb_all,cluster,0.5,2.0,0.6377358490566039,0.009895901442114349
imdb_all,cluster,0.5,4.0,0.7042089985486213,0.00957372315893995
imdb_all,cluster,0.5,8.0,0.6882438316400579,0.010661022560888805
imdb_all,cluster,0.5,16.0,0.7169811320754716,0.022578155567641856
imdb_all,cluster,0.5,32.0,0.7255442670537009,0.017179077769437525
imdb_all,cluster,0.5,64.0,0.7461538461538462,0.009758956188479734
imdb_all,cluster,0.5,128.0,0.690420899854862,0.018321002807861104
imdb_all,cluster,0.5,256.0,0.5833091436865023,0.017247065520353506
imdb_all,cluster,0.5,512.0,0.6310595065312047,0.0130139400705108
imdb_all,cluster,0.5,1024.0,0.5849056603773584,0.013649478451541724
imdb_all,cluster,0.6,0.0,0.7566243194192378,0.009232342142780094
imdb_all,cluster,0.6,2.0,0.6375680580762251,0.01474541237290988
imdb_all,cluster,0.6,4.0,0.7043557168784028,0.014655788911321148
imdb_all,cluster,0.6,8.0,0.6854809437386569,0.01670064049192842
imdb_all,cluster,0.6,16.0,0.723956442831216,0.01679678523256068
imdb_all,cluster,0.6,32.0,0.7205081669691469,0.01973322012135598
imdb_all,cluster,0.6,64.0,0.7509981851179675,0.014336419352542228
imdb_all,cluster,0.6,128.0,0.6994555353901996,0.017327662176635304
imdb_all,cluster,0.6,256.0,0.5909255898366605,0.014946324565453929
imdb_all,cluster,0.6,512.0,0.634119782214156,0.016282323054597383
imdb_all,cluster,0.6,1024.0,0.5956442831215971,0.01752925106780617
imdb_all,cluster,0.7000000000000001,0.0,0.7584541062801933,0.013945658676075579
imdb_all,cluster,0.7000000000000001,2.0,0.6422705314009662,0.02069885299210752
imdb_all,cluster,0.7000000000000001,4.0,0.7057971014492754,0.013889764027597914
imdb_all,cluster,0.7000000000000001,8.0,0.6867149758454107,0.019392323031478562
imdb_all,cluster,0.7000000000000001,16.0,0.7239130434782608,0.014086726055399495
imdb_all,cluster,0.7000000000000001,32.0,0.722463768115942,0.023096806467135654
imdb_all,cluster,0.7000000000000001,64.0,0.7550724637681159,0.02031156980286174
imdb_all,cluster,0.7000000000000001,128.0,0.7041062801932367,0.018959600385367554
imdb_all,cluster,0.7000000000000001,256.0,0.5922705314009662,0.02555774210936165
imdb_all,cluster,0.7000000000000001,512.0,0.6432367149758454,0.01056255149668594
imdb_all,cluster,0.7000000000000001,1024.0,0.5983091787439614,0.016736727196255127
imdb_all,cluster,0.8,0.0,0.7619565217391304,0.02612997437216043
imdb_all,cluster,0.8,2.0,0.6456521739130434,0.02922605499952649
imdb_all,cluster,0.8,4.0,0.7090579710144926,0.02573625874363792
imdb_all,cluster,0.8,8.0,0.6952898550724637,0.02648482159081503
imdb_all,cluster,0.8,16.0,0.7246376811594202,0.030169072456029882
imdb_all,cluster,0.8,32.0,0.7271739130434782,0.027911357037328173
imdb_all,cluster,0.8,64.0,0.7554347826086956,0.03378405973599171
imdb_all,cluster,0.8,128.0,0.7057971014492754,0.02019473909765597
imdb_all,cluster,0.8,256.0,0.5891304347826087,0.022151220324847676
imdb_all,cluster,0.8,512.0,0.644927536231884,0.01647123393355712
imdb_all,cluster,0.8,1024.0,0.6014492753623187,0.026127183155536398
imdb_all,cluster,0.9,0.0,0.7804347826086956,0.037427923997161314
imdb_all,cluster,0.9,2.0,0.6543478260869565,0.038654890567353065
imdb_all,cluster,0.9,4.0,0.7036231884057971,0.037334276000541164
imdb_all,cluster,0.9,8.0,0.7065217391304348,0.03298671566122438
imdb_all,cluster,0.9,16.0,0.7340579710144925,0.03075326045005585
imdb_all,cluster,0.9,32.0,0.7456521739130434,0.023029345771120407
imdb_all,cluster,0.9,64.0,0.7710144927536231,0.03385091408957563
imdb_all,cluster,0.9,128.0,0.7166666666666667,0.030255973468833307
imdb_all,cluster,0.9,256.0,0.5804347826086956,0.033893975949105176
imdb_all,cluster,0.9,512.0,0.6478260869565217,0.029622627471991722
imdb_all,cluster,0.9,1024.0,0.6057971014492753,0.04521491384269756
imdb_all,counts,0.1,0.0,0.7656451612903225,0.023899648564914448
imdb_all,counts,0.1,1.0,0.7736290322580646,0.016856574999317336
imdb_all,counts,0.1,2.0,0.7358064516129031,0.02927813050533654
imdb_all,counts,0.2,0.0,0.8023593466424683,0.011937822577360176
imdb_all,counts,0.2,1.0,0.8009981851179674,0.010069006662034486
imdb_all,counts,0.2,2.0,0.793103448275862,0.020050590948795386
imdb_all,counts,0.30000000000000004,0.0,0.8103734439834025,0.008179760055365795
imdb_all,counts,0.30000000000000004,1.0,0.8130705394190871,0.010208462133122261
imdb_all,counts,0.30000000000000004,2.0,0.8102697095435684,0.012840090867280442
imdb_all,counts,0.4,0.0,0.8239419588875453,0.010773181054280287
imdb_all,counts,0.4,1.0,0.8239419588875453,0.006821183652175276
imdb_all,counts,0.4,2.0,0.8234582829504232,0.00864474429244691
imdb_all,counts,0.5,0.0,0.8277213352685051,0.008974326373707488
imdb_all,counts,0.5,1.0,0.8251088534107403,0.009005568683583513
imdb_all,counts,0.5,2.0,0.8275761973875182,0.008729748287268016
imdb_all,counts,0.6,0.0,0.8283121597096189,0.008816666280568913
imdb_all,counts,0.6,1.0,0.8283121597096189,0.010379968827360059
imdb_all,counts,0.6,2.0,0.8301270417422868,0.009182657452392438
imdb_all,counts,0.7000000000000001,0.0,0.8393719806763287,0.013436649974449568
imdb_all,counts,0.7000000000000001,1.0,0.8388888888888889,0.01155892378164928
imdb_all,counts,0.7000000000000001,2.0,0.8381642512077294,0.014670585473668755
imdb_all,counts,0.8,0.0,0.8347826086956524,0.022991312143547927
imdb_all,counts,0.8,1.0,0.83731884057971,0.019730766185392223
imdb_all,counts,0.8,2.0,0.8365942028985506,0.01980455390058433
imdb_all,counts,0.9,0.0,0.8166666666666667,0.03742792399716553
imdb_all,counts,0.9,1.0,0.8166666666666668,0.03187124614501483
imdb_all,counts,0.9,2.0,0.8195652173913043,0.038260442587772184
imdb_all,id_counts,0.1,-1.0,0.7810483870967742,0.010954094925166247
imdb_all,id_counts,0.2,-1.0,0.8049909255898366,0.013530375294651417
imdb_all,id_counts,0.30000000000000004,-1.0,0.8179460580912862,0.011769275536059476
imdb_all,id_counts,0.4,-1.0,0.8269649334945587,0.009978563983437909
imdb_all,id_counts,0.5,-1.0,0.828011611030479,0.01035927097500567
imdb_all,id_counts,0.6,-1.0,0.8352087114337567,0.007831846259019221
imdb_all,id_counts,0.7000000000000001,-1.0,0.8417874396135266,0.012117485461582901
imdb_all,id_counts,0.8,-1.0,0.8420289855072465,0.02195278795652051
imdb_all,id_counts,0.9,-1.0,0.8260869565217392,0.03311910434976014
imdb_all,id_proba,0.1,-1.0,0.793467741935484,0.012983898795574543
imdb_all,id_proba,0.2,-1.0,0.8090744101633394,0.011099008966544662
imdb_all,id_proba,0.30000000000000004,-1.0,0.8189834024896264,0.00970962730436143
imdb_all,id_proba,0.4,-1.0,0.8230955259975816,0.006574998725887215
imdb_all,id_proba,0.5,-1.0,0.8235123367198838,0.008550963171855505
imdb_all,id_proba,0.6,-1.0,0.8243194192377497,0.0061575369146897796
imdb_all,id_proba,0.7000000000000001,-1.0,0.8297101449275364,0.014593050692736696
imdb_all,id_proba,0.8,-1.0,0.8271739130434783,0.022009192099254313
imdb_all,id_proba,0.9,-1.0,0.8079710144927537,0.044309024946482305
imdb_all,id_rwr,0.1,-1.0,0.7848387096774193,0.012056683866336715
imdb_all,id_rwr,0.2,-1.0,0.8032667876588022,0.009901785252671543
imdb_all,id_rwr,0.30000000000000004,-1.0,0.8144190871369293,0.010515964252143592
imdb_all,id_rwr,0.4,-1.0,0.8180169286577993,0.005707296355695585
imdb_all,id_rwr,0.5,-1.0,0.8193033381712626,0.010780009654173894
imdb_all,id_rwr,0.6,-1.0,0.8235934664246823,0.008373844633041827
imdb_all,id_rwr,0.7000000000000001,-1.0,0.8277777777777778,0.011502703001926294
imdb_all,id_rwr,0.8,-1.0,0.830072463768116,0.02122651111166644
imdb_all,id_rwr,0.9,-1.0,0.8065217391304348,0.04128244750928085
imdb_all,ids,0.1,0.0,0.783225806451613,0.012223352095677866
imdb_all,ids,0.1,1.0,0.7822580645161291,0.018597022103684593
imdb_all,ids,0.1,2.0,0.7865322580645162,0.01584904837439087
imdb_all,ids,0.2,0.0,0.8017241379310344,0.011033278741592352
imdb_all,ids,0.2,1.0,0.7928312159709618,0.01188597636257648
imdb_all,ids,0.2,2.0,0.7942831215970962,0.009450271967226701
imdb_all,ids,0.30000000000000004,0.0,0.8144190871369293,0.010550018629664999
imdb_all,ids,0.30000000000000004,1.0,0.7999999999999999,0.01606898224080649
imdb_all,ids,0.30000000000000004,2.0,0.8065352697095435,0.012931024862606727
imdb_all,ids,0.4,0.0,0.8174123337363965,0.005923796234072843
imdb_all,ids,0.4,1.0,0.8084643288996374,0.007009130227904228
imdb_all,ids,0.4,2.0,0.8117291414752117,0.0077121079536713365
imdb_all,ids,0.5,0.0,0.8204644412191582,0.008125705281317763
imdb_all,ids,0.5,1.0,0.8133526850507982,0.009460595306508425
imdb_all,ids,0.5,2.0,0.8198838896952104,0.008165931790958763
imdb_all,ids,0.6,0.0,0.8225045372050817,0.007642643289715236
imdb_all,ids,0.6,1.0,0.815426497277677,0.008163607562520105
imdb_all,ids,0.6,2.0,0.8215970961887479,0.012487713131458831
imdb_all,ids,0.7000000000000001,0.0,0.8277777777777777,0.011614872432766123
imdb_all,ids,0.7000000000000001,1.0,0.8181159420289855,0.015779765964558976
imdb_all,ids,0.7000000000000001,2.0,0.8234299516908212,0.023348048156855532
imdb_all,ids,0.8,0.0,0.8282608695652174,0.02120932504204565
imdb_all,ids,0.8,1.0,0.826086956521739,0.02056689174629129
imdb_all,ids,0.8,2.0,0.830072463768116,0.021969392442638555
imdb_all,ids,0.9,0.0,0.8028985507246376,0.050528722183550125
imdb_all,ids,0.9,1.0,0.7978260869565216,0.03975613543288658
imdb_all,ids,0.9,2.0,0.8144927536231883,0.0388280798017592
imdb_all,ids_labeled,0.1,0.0,0.7488709677419355,0.016347976333829645
imdb_all,ids_labeled,0.1,1.0,0.7601612903225806,0.022184179484514895
imdb_all,ids_labeled,0.1,2.0,0.7695967741935484,0.021033292902835565
imdb_all,ids_labeled,0.1,3.0,0.7691935483870969,0.02082179701403591
imdb_all,ids_labeled,0.2,0.0,0.7852087114337568,0.011285800462475015
imdb_all,ids_labeled,0.2,1.0,0.7856624319419238,0.009301454854828348
imdb_all,ids_labeled,0.2,2.0,0.786842105263158,0.014628607169559828
imdb_all,ids_labeled,0.2,3.0,0.7892921960072595,0.009818271375035334
imdb_all,ids_labeled,0.30000000000000004,0.0,0.8037344398340249,0.006894851220270197
imdb_all,ids_labeled,0.30000000000000004,1.0,0.7941908713692944,0.00875038926026001
imdb_all,ids_labeled,0.30000000000000004,2.0,0.7980290456431535,0.014695102094571963
imdb_all,ids_labeled,0.30000000000000004,3.0,0.8002074688796681,0.014149181547769526
imdb_all,ids_labeled,0.4,0.0,0.8091898428053204,0.005279975137054809
imdb_all,ids_labeled,0.4,1.0,0.8062877871825875,0.008527432191292273
imdb_all,ids_labeled,0.4,2.0,0.8078597339782345,0.010746758581025381
imdb_all,ids_labeled,0.4,3.0,0.8110036275695285,0.012345190720107929
imdb_all,ids_labeled,0.5,0.0,0.8126269956458636,0.008251471120201437
imdb_all,ids_labeled,0.5,1.0,0.8078374455732946,0.01153417557439921
imdb_all,ids_labeled,0.5,2.0,0.816545718432511,0.01210836204039858
imdb_all,ids_labeled,0.5,3.0,0.8198838896952104,0.00946677829866576
imdb_all,ids_labeled,0.6,0.0,0.8172413793103448,0.011856303283716117
imdb_all,ids_labeled,0.6,1.0,0.815426497277677,0.009295551042829581
imdb_all,ids_labeled,0.6,2.0,0.8196007259528131,0.014574405489563133
imdb_all,ids_labeled,0.6,3.0,0.8206896551724137,0.010848886519771204
imdb_all,ids_labeled,0.7000000000000001,0.0,0.8282608695652174,0.01675221341488263
imdb_all,ids_labeled,0.7000000000000001,1.0,0.8205314009661835,0.01618537736015041
imdb_all,ids_labeled,0.7000000000000001,2.0,0.8234299516908212,0.012287489180374821
imdb_all,ids_labeled,0.7000000000000001,3.0,0.8287439613526569,0.014734519502421993
imdb_all,ids_labeled,0.8,0.0,0.8304347826086957,0.02076451913075963
imdb_all,ids_labeled,0.8,1.0,0.8213768115942027,0.01970117371851588
imdb_all,ids_labeled,0.8,2.0,0.8231884057971014,0.020694154580298947
imdb_all,ids_labeled,0.8,3.0,0.8278985507246375,0.020513632550087323
imdb_all,ids_labeled,0.9,0.0,0.8065217391304348,0.046968100598208336
imdb_all,ids_labeled,0.9,1.0,0.8057971014492752,0.035794460971680785
imdb_all,ids_labeled,0.9,2.0,0.8159420289855073,0.030207725992007613
imdb_all,ids_labeled,0.9,3.0,0.8188405797101449,0.031493731426100235
imdb_all,proba,0.1,0.0,0.7246774193548386,0.010693384851999917
imdb_all,proba,0.1,1.0,0.7295967741935485,0.014255171295352061
imdb_all,proba,0.1,2.0,0.7690322580645162,0.014061992144701633
imdb_all,proba,0.2,0.0,0.7441016333938293,0.014756577032853085
imdb_all,proba,0.2,1.0,0.7561705989110707,0.013534431973329104
imdb_all,proba,0.2,2.0,0.7902903811252268,0.010207983214381421
imdb_all,proba,0.30000000000000004,0.0,0.7552904564315353,0.015272819380840923
imdb_all,proba,0.30000000000000004,1.0,0.7665975103734439,0.01425693508167141
imdb_all,proba,0.30000000000000004,2.0,0.7985477178423236,0.016436808464123192
imdb_all,proba,0.4,0.0,0.7632406287787182,0.015046736116494725
imdb_all,proba,0.4,1.0,0.7804111245465537,0.01563345248799571
imdb_all,proba,0.4,2.0,0.8084643288996374,0.014103759581462363
imdb_all,proba,0.5,0.0,0.7690856313497823,0.00839209936207248
imdb_all,proba,0.5,1.0,0.7907111756168359,0.01005079098107324
imdb_all,proba,0.5,2.0,0.8148040638606677,0.01216621407565264
imdb_all,proba,0.6,0.0,0.7764065335753176,0.012243543269851212
imdb_all,proba,0.6,1.0,0.8030852994555353,0.011831583312531214
imdb_all,proba,0.6,2.0,0.8154264972776769,0.012251013856483759
imdb_all,proba,0.7000000000000001,0.0,0.783816425120773,0.020152964590633475
imdb_all,proba,0.7000000000000001,1.0,0.8128019323671497,0.01761243386009261
imdb_all,proba,0.7000000000000001,2.0,0.8227053140096618,0.01912810322112746
imdb_all,proba,0.8,0.0,0.786231884057971,0.03420242091426598
imdb_all,proba,0.8,1.0,0.8184782608695652,0.027244942059732498
imdb_all,proba,0.8,2.0,0.825,0.027383784294334097
imdb_all,proba,0.9,0.0,0.777536231884058,0.0564463347719618
imdb_all,proba,0.9,1.0,0.8108695652173912,0.04048326473162467
imdb_all,proba,0.9,2.0,0.8173913043478261,0.050528722183545434
imdb_all,rwr,0.1,0.1,0.555241935483871,0.026032972013677328
imdb_all,rwr,0.1,0.30000000000000004,0.5780645161290322,0.03342598984798648
imdb_all,rwr,0.1,0.5000000000000001,0.6008064516129032,0.0610197290253511
imdb_all,rwr,0.1,0.7000000000000001,0.682741935483871,0.05136336405524161
imdb_all,rwr,0.1,0.9000000000000001,0.7328225806451614,0.021401124999197253
imdb_all,rwr,0.2,0.1,0.5639745916515426,0.0038558828747670562
imdb_all,rwr,0.2,0.30000000000000004,0.5775862068965517,0.028103825763320586
imdb_all,rwr,0.2,0.5000000000000001,0.7013611615245009,0.047502801354166915
imdb_all,rwr,0.2,0.7000000000000001,0.756442831215971,0.016546531628746967
imdb_all,rwr,0.2,0.9000000000000001,0.7496370235934664,0.01773293404637565
imdb_all,rwr,0.30000000000000004,0.1,0.5625518672199169,0.006320332834043441
imdb_all,rwr,0.30000000000000004,0.30000000000000004,0.6040456431535269,0.0539974046901708
imdb_all,rwr,0.30000000000000004,0.5000000000000001,0.7322614107883818,0.03241671276947612
imdb_all,rwr,0.30000000000000004,0.7000000000000001,0.7720954356846472,0.012332818431224468
imdb_all,rwr,0.30000000000000004,0.9000000000000001,0.7665975103734439,0.01618168597068407
imdb_all,rwr,0.4,0.1,0.562273276904474,0.009048748214689963
imdb_all,rwr,0.4,0.30000000000000004,0.6582829504232165,0.06043315293523415
imdb_all,rwr,0.4,0.5000000000000001,0.7605804111245467,0.021190551274637818
imdb_all,rwr,0.4,0.7000000000000001,0.7784764207980653,0.010492039921658165
imdb_all,rwr,0.4,0.9000000000000001,0.7718258766626361,0.013222073025066361
imdb_all,rwr,0.5,0.1,0.5611030478955007,0.012600925473518605
imdb_all,rwr,0.5,0.30000000000000004,0.6928882438316402,0.04891909783657422
imdb_all,rwr,0.5,0.5000000000000001,0.772133526850508,0.01370082463329365
imdb_all,rwr,0.5,0.7000000000000001,0.7824383164005805,0.008392099362086592
imdb_all,rwr,0.5,0.9000000000000001,0.7753265602322207,0.009475427709594515
imdb_all,rwr,0.6,0.1,0.5617059891107078,0.015117966121715265
imdb_all,rwr,0.6,0.30000000000000004,0.7344827586206897,0.04242538810821808
imdb_all,rwr,0.6,0.5000000000000001,0.7820326678765881,0.015122806969140768
imdb_all,rwr,0.6,0.7000000000000001,0.7834845735027223,0.013447283885911586
imdb_all,rwr,0.6,0.9000000000000001,0.7780399274047187,0.015984018201673014
imdb_all,rwr,0.7000000000000001,0.1,0.5700483091787439,0.024946752632578416
imdb_all,rwr,0.7000000000000001,0.30000000000000004,0.767391304347826,0.034855778290662054
imdb_all,rwr,0.7000000000000001,0.5000000000000001,0.7905797101449276,0.015656033532735272
imdb_all,rwr,0.7000000000000001,0.7000000000000001,0.793719806763285,0.014767480216571949
imdb_all,rwr,0.7000000000000001,0.9000000000000001,0.7792270531400967,0.02115576798700588
imdb_all,rwr,0.8,0.1,0.5641304347826086,0.03172675660825737
imdb_all,rwr,0.8,0.30000000000000004,0.7797101449275361,0.03499499035638232
imdb_all,rwr,0.8,0.5000000000000001,0.7913043478260869,0.026526094518441276
imdb_all,rwr,0.8,0.7000000000000001,0.7981884057971015,0.027543117200030418
imdb_all,rwr,0.8,0.9000000000000001,0.782608695652174,0.03338230666928882
imdb_all,rwr,0.9,0.1,0.5630434782608696,0.028179204025294075
imdb_all,rwr,0.9,0.30000000000000004,0.7768115942028986,0.026635842999202936
imdb_all,rwr,0.9,0.5000000000000001,0.7804347826086957,0.04480660051795246
imdb_all,rwr,0.9,0.7000000000000001,0.7811594202898551,0.04166929208279753
imdb_all,rwr,0.9,0.9000000000000001,0.7623188405797101,0.04503389830500992
